INPUT:id	INPUT:text	OUTPUT:source	GOLDEN:source	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
									
430	Большие десантные корабли «Адмирал Невельской» и «Ослябя» в районе Владивостока приняли на борт морских пехотинцев и боевую технику, а затем совершили переход к морскому десантному полигону у мыса Клерка в рамках тактического учения ТОФ <br> <br>После проведенной разведки десантные корабли подошли к берегу и высадили десант на необорудованное побережье. Морские пехотинцы закрепились на берегу и приступили к оборудованию огневых позиций для отражения возможных атак с моря. <br> <br>#Минобороны #ВВО #ТОФ #МорскаяПехота	mil			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
431	Напоминаем, что все вопросы, связанные с работой почты, вы можете задать, отправив письмо на адрес blog@russianpost.ru.<br>Мы очень признательны всем, кто присылает свои обращения. Они помогают нам становиться лучше. <br>Вопросы, связанные с EMS-отправлениями можно отправлять по адресу ems@emspost.ru	russianpost			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
432	#МЧС #МЧСРОССИИ<br><br>Поздравление Министра В.А. Пучкова с профессиональным праздником Днем спасателя Российской Федерации.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33462065/	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
433	Помните адрес получателя «На деревню дедушке» из рассказа Антона Павловича Чехова «Ванька»? Главный герой, мальчик 9 лет, в письме просит своего дедушку забрать его из Москвы обратно в деревню, не указывая точный адрес: «Ванька свернул вчетверо свернутый лист и вложил его в конверт, купленный накануне за копейку... Подумав немного, он обмакнул перо и написал адрес: «На деревню дедушке». Потом почесался, подумал и прибавил: «Константину Макарычу».<br> <br>Оказывается, в старину такие случаи не были редкостью, так как правил для указания почтовых адресов тогда просто не существовало. К тому же, привычная нам нумерация домов появилась не так давно.<br> <br>Почтальонам приходилось несладко. Некий Афонка Зыков так подписал свое письмо: «Приятелю моему Федору Васильевичу». Сам Петр I однажды отправил почтой грамоту своей матери, царице Наталье Нарышкиной, на которой начертал: «Поднести матушке».<br> <br>К слову, и отправителям приходилось указывать адрес во всех деталях: этаж такой-то, повернуть налево, дверь с крыльцом...<br> <br>Сегодня отправить и доставить письмо удобно и просто: чтобы отправление попало точно по адресу, нужно разборчиво написать адрес и имя получателя и, конечно, не забыть про индекс.	russianpost			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
434	Тайные знаки переписки масонов<br><br>По традиции, сложившейся в Европе, в своей переписке масоны использовали особые шифры. Внешне в своем большинстве они выглядели как шифры простой замены, где буквы алфавита заменялись особыми графемами — «гиероглифами» по терминологии того времени. Однако это были гораздо более сложные, так называемые семантические шифры.<br><br> <br>Источник: http://www.plam.ru/nauchlit/istorija_shifrovalnogo_dela_v_rossii/p9.php	mil			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
435	Госавтоинспекция Москвы проводит профилактическое мероприятие «Ваш пассажир-ребенок»<br><br>Сотрудники столичной Госавтоинспекции проводят на территории города Москвы мероприятие, направленное на профилактику детского дорожно-транспортного травматизма. <br> <br>Сотрудники отдельного батальона дорожно-патрульной службы Западного округа столицы, а также 7-го Специализированного батальона ДПС ГИБДД на спецтрассе ГУ МВД России по г. Москве провели профилактическое мероприятие «Ваш пассажир-ребенок». Основная цель мероприятия – призвать родителей, которые перевозят в своем автомобиле детей, строго соблюдать правила безопасности и применять детские удерживающие устройства. <br> <br>Уважаемые водители! Не пренебрегайте ремнем безопасности, используйте детское удерживающее устройство при перевозке маленьких пассажиров. Эти простые правила помогут сохранить жизнь и здоровье вашему ребенку и другим пассажирам. <br> <br>Помните, что безопасность ваших детей на дорогах во многом зависит от вас! <br> <br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #дети #ребенок #дпс #гибдд	mospolice			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
436	На судостроительном заводе «Янтарь» будет спущен на воду большой десантный корабль проекта 11711 «Петр Моргунов» — самый большой по водоизмещению в классе больших десантных кораблей ВМФ России<br><br>БДК «Петр Моргунов» заложен в июне 2015 года. Проект 11711 — это новейшее развитие проекта 1171, по которому в 60-70-е годы ПСЗ «Янтарь» построил серию из 14 кораблей. Головным БДК проекта 11711 является «Иван Грен».<br><br>Корабль имеет водоизмещение 5 тыс. тонн, способен принять на борт до 13 танков, 30 бронетранспортеров и БМП. БДК «Петр Моргунов» также обладает возможностью временного базирования на борту различных типов корабельных вертолетов и может совершать плавание на расстояние до 4 тыс. миль.<br><br>#Минобороны #ВМФ #Корабли #БДК #Гособоронзаказ #ВоеннаяТехника	mil			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
437	Сотрудники столичного МЧС провели акцию «Чистый берег»<br> В минувшие выходные в столице стартовала давно полюбившаяся москвичам акция «Чистый берег», активное участие в которой регулярно принимают сотрудники спасательного ведомства. Главной целью акции является очистка берегов от мусора, который успел скопиться за зиму, и создание условий для организации отдыха на природе.<br> Одна из таких акций состоялась в Терлецком лесопарке на востоке Москвы. К сотрудникам МЧС присоединились добровольцы поисково-спасательного формирования «СпасРезерв», а также представители лесничества и управы района Ивановское, где и расположен парк. <br> Благодаря усилиям неравнодушных к состоянию окружающей среды удалось привести в порядок около 5 километров территории вблизи Восточного пруда и собрать свыше 30 мешков мусора. <br>У многих, наверное, возникает логичный вопрос: зачем мы убираем берега водоемов? Дело в том, что мусор с берегов часто попадает в воду, там он либо начинает разлагаться и способствовать образованию бактерий, либо (если это опасный мусор, такой как пластик, батарейки, картриджи от принтера и так далее) начинается химическая реакция с водой, в результате которой в воду попадают вредные для здоровья вещества. Именно поэтому очень важно, чтобы берега наших рек и озер оставались чистыми, поскольку вода из водоемов в какой-то момент обязательно попадает в водопровод и на стол к человеку.<br><br>#МЧС #ВАО #Чистыйберег #Терлецкийпарк #Восточныйпруд #Ивановское	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
438	Обучение и переподготовка специалистов на базе Учебного центра Военно-Морского Флота имени Л.Г. Осипенко <br> <br>За более чем 60-летнюю историю Центра через его стены прошло свыше 75 тысяч офицеров, мичманов, старшин и матросов, а также около 3 тысяч представителей судостроительных предприятий военно-промышленного комплекса России <br> <br>#Минобороны #ВМФ	mil			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
439	ГИБДД Москвы информирует <br><br>Столичная Госавтоинспекция информирует, что в связи с проводимыми техническими работами с программным обеспечением, в регистрационно-экзаменационных подразделениях Госавтоинспекции по г. Москве отмечаются перебои при обработке заявлений граждан на получение государственной услуги по регистрации транспортных средств и выдачи водительских удостоверений. Предположительно работы будут завершены 10 марта 2017 года в 21:30. <br> <br>Приносим извинения за доставленные неудобства.<br><br>#МВД #Петровка38 #полиция #полицейские #госуслуги #угибдд	mospolice			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61354b7e0182024c318	00014d91e8--603bd61354b7e0182024c318	153844dded6059afe8040fef12f9c518	APPROVED	2021-02-28T17:42:43.720
									
900	"Авиапочтой домой - известная трагичная история одной ""доставки"".<br><br>Уголовные обвинения были предъявлены против человека, который пролетел из Нью-Йорка до Далласа в отсеке грузового самолета, чтобы посетить своих родителей. Маккинли, молодой клерк, отправил себя родителям авиапочтой. Водитель службы доставки принял ящик в Аэропорту Далласа привез его к дому родителей Маккинли в пригороде.<br><br>Когда водитель пошел, чтобы выгрузить 150-килограмовый ящик из грузовика, он увидел сквозь щель пару глаз и подумал, что внутри был труп. Когда коробку вскрыли и оттуда появился Маккинли, его мать была ошеломлена, а водитель-экспедитор вызвал полицию.<br><br>Представители службы безопасности аэропорта прибыли к парню в тюрьму, чтобы взять у него подробное интервью о его путешествии. <br>Маккинли сказал, что тосковал по дому и искал дешевый способ навестить родителей. Тогда он придумал отправить себя домой почтой.<br><br>#интересно@russianpost"	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
901	На юго-востоке столицы задержан подозреваемый в кражах<br><br>«Сотрудники уголовного розыска ОМВД России по району Выхино-Жулебино на Хвалынском бульваре задержали подозреваемого в совершении нескольких краж боковых зеркал с автомобилей», – сообщил начальник УИиОС ГУ МВД России по г. Москве полковник внутренней службы Юрий Титов. <br> <br>В полицию поступило заявление о краже. По словам потерпевшего, с его автомашины «Вольво», припаркованной на Моршанской улице, похищены два зеркала заднего вида стоимостью 103 тысячи рублей. <br> <br>В течение дня в ОМВД поступили аналогичные сообщения о кражах на территории района Выхино. Общая сумма ущерба от противоправной деятельности составила более 270 тысяч рублей. <br> <br>В ходе оперативно-розыскных мероприятий полицейские установили личность одного из подозреваемых – 18-летнего жителя Московской области. Установлена причастность задержанного к совершению четырех краж на территории района. <br> <br>Следствием ОМВД России по району Выхино-Жулебино возбуждено уголовное дело по признакам преступления, предусмотренного ст. 158 УК РФ «Кража». В отношении подозреваемого избрана мера пресечения в виде подписки о невыезде. <br> <br>В настоящий момент полицейскими проводятся мероприятия, направленные на установление и задержание соучастников противоправной деятельности.<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #новости #кража #ЮВАО	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
902	В Восточном округе поздравили ветерана УВД со 100-летним юбилеем <br><br>Руководство УВД по ВАО ГУ МВД России по г. Москве поздравило со 100-летним юбилеем ветерана Великой Отечественной войны, ветерана УВД по ВАО Марию Алексеевну Семенцеву. <br> <br>Именинницу пришли поздравить начальник Управления по работе с личным составом полковник внутренней службы Владимир Рубан, начальник управления морально-психологического обеспечения УРЛС полковник внутренней службы Виктор Гордун, помощник начальника УВД по ВАО по работе с личным составом полковник внутренней службы Алексей Рагалев, начальник отделения морально-психологического обеспечения УВД по ВАО майор внутренней службы Станислав Крузин, а так же представители Совета ветеранов УВД по ВАО. <br> <br>Владимир Рубан вручил Марии Алексеевне поздравительный адрес и подарок. От Управления именинницу поздравил Алексей Рагалев и пожелал здоровья, благополучия, хорошего настроения, после чего вручил памятный подарок от УВД. <br> <br>Мария Алексеевна на протяжении 33 лет служила в милиции. В годы войны работала начальником военно-учетного стола. Мария Алексеевна награждена медалями « За оборону Москвы», «За победу над Германией в Великой Отечественной войне 1941-1945 гг.», «За боевые заслуги», а так же орденом Красной звезды.<br><br>#МВДРоссии #Петровка38 #полиция #полицейский #новости #ветеран #юбилей #поздравление	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
903	Наблюдение за объектом в «зеленке» в ходе совместной тренировки снайперов ВДВ России и ССО Беларуси	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
904	Обязательно к просмотру: Почтальон (Il Postino)<br><br>Жанр: драма<br>Год выпуска: 1994<br>Длительность: 108 мин.<br>Производство: Италия<br><br>Кинофильм режиссёра Майкла Рэдфорда по роману Антонио Скарметы «Пылкое терпение» (Ardiente paciencia).<br>Знаменитый чилийский поэт Пабло Неруда, вынужденный по политическим мотивам покинуть родину, поселяется на небольшом итальянском островке. Не в силах справиться с огромным количеством корреспонденции, поступающей от поклонников, он нанимает сына рыбака Марио поработать для него почтальоном. Через некоторое время они становятся друзьями, и поэт помогает застенчивому Марио завоевать сердце местной красавицы Беатриче.	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
905	Оперативники уголовного розыска Восточного округа задержали подозреваемого в краже<br><br>Сотрудники полиции задержали 27-летнего приезжего мужчину по подозрению в краже алкогольной продукции из магазина. <br> <br>В ОМВД России по району Новогиреево с сообщением о краже обратился сотрудник магазина, расположенного на Свободном проспекте. По словам заявителя, придя утром на работу, он обнаружил пропажу спиртных напитков. <br> <br>Полицейские установили, что неизвестные путем отжатия входных дверей проникли внутрь магазина и похитили дорогостоящий алкоголь. <br> <br>В ходе оперативно-розыскных мероприятий сотрудники уголовного розыска ОМВД России по району Новогиреево задержали подозреваемого в городе Люберцы. Часть похищенного была изъята. <br> <br>По данному факту следствием ОМВД России по району Новогиреево возбуждено уголовное дело по признакам преступления, предусмотренного ст. 158 УК РФ «Кража». В отношении подозреваемого избрана мера пресечения в виде заключения под стражу. <br> <br>В настоящее время сотрудники полиции проводят необходимые мероприятия, направленные на установление и розыск возможных соучастников задержанного.<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #новости #кража #вао	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
906	#БЕЗОПАСНОСТЬЭТО #МЧС #МЧСРОССИИ <br><br>Берегите себя и следуйте правилам безопасности!	mchsgov			https://toloka.yandex.ru/task/21860840/00014d91e8--603bd61549078523cb0fecc6	00014d91e8--603bd61549078523cb0fecc6	766694b1fde6420ae3b34febd71ee0a5	APPROVED	2021-02-28T17:42:45.957
