,product_rk,store_location_rk,period_start_dt,demand,PROMO1_FLAG,PROMO2_FLAG,PRICE_REGULAR,PRICE_AFTER_DISC,NUM_CONSULTANT,AUTORIZATION_FLAG
42,40372,317,2017-01-23,5.0,0.0,0.0,2000.0,2000.0,0.0,1.0
43,40373,317,2017-01-23,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
44,46272,317,2017-01-23,11.0,1.0,0.0,157.0,157.0,0.0,1.0
45,40369,317,2017-01-30,16.0,0.0,0.0,500.0,500.0,0.0,1.0
46,40370,317,2017-01-30,19.0,0.0,0.0,1000.0,1000.0,0.0,1.0
47,40372,317,2017-01-30,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
48,40373,317,2017-01-30,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
49,46272,317,2017-01-30,13.0,1.0,0.0,157.0,157.0,0.0,1.0
50,40369,317,2017-02-06,22.0,0.0,0.0,500.0,500.0,0.0,1.0
51,40370,317,2017-02-06,14.0,0.0,0.0,1000.0,1000.0,0.0,1.0
52,40372,317,2017-02-06,5.0,0.0,0.0,2000.0,2000.0,0.0,1.0
53,40373,317,2017-02-06,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
54,46272,317,2017-02-06,5.0,0.0,0.0,183.85714299999998,183.85714299999998,0.0,1.0
55,40369,317,2017-02-13,68.0,0.0,0.0,500.0,500.0,0.0,1.0
56,40370,317,2017-02-13,27.0,0.0,0.0,1000.0,1000.0,0.0,1.0
57,40372,317,2017-02-13,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
58,40373,317,2017-02-13,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
59,46272,317,2017-02-13,7.0,1.0,0.0,219.0,219.0,0.0,1.0
60,40369,317,2017-02-20,51.0,0.0,0.0,500.0,500.0,0.0,1.0
61,40370,317,2017-02-20,29.0,0.0,0.0,1000.0,1000.0,0.0,1.0
62,40372,317,2017-02-20,9.0,0.0,0.0,2000.0,2000.0,0.0,1.0
63,40373,317,2017-02-20,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
64,46272,317,2017-02-20,9.0,0.0,0.0,191.0,191.0,0.0,1.0
65,40369,317,2017-02-27,116.0,0.0,0.0,500.0,500.0,0.0,1.0
66,40370,317,2017-02-27,34.0,0.0,0.0,1000.0,1000.0,0.0,1.0
67,40372,317,2017-02-27,7.0,0.0,0.0,2000.0,2000.0,0.0,1.0
68,40373,317,2017-02-27,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
69,46272,317,2017-02-27,12.0,0.0,0.0,191.0,191.0,0.0,1.0
70,40369,317,2017-03-06,404.0,0.0,0.0,500.0,500.0,0.0,1.0
71,40370,317,2017-03-06,347.0,0.0,0.0,1000.0,1000.0,0.0,1.0
72,40372,317,2017-03-06,43.0,0.0,0.0,2000.0,2000.0,0.0,1.0
73,40373,317,2017-03-06,36.0,0.0,0.0,3000.0,3000.0,0.0,1.0
74,46272,317,2017-03-06,9.0,0.0,0.0,191.0,191.0,0.0,1.0
75,40369,317,2017-03-13,12.0,0.0,0.0,500.0,500.0,0.0,1.0
76,40370,317,2017-03-13,17.0,0.0,0.0,1000.0,1000.0,0.0,1.0
77,40372,317,2017-03-13,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
78,40373,317,2017-03-13,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
79,46272,317,2017-03-13,2.0,0.0,0.0,213.857143,213.857143,0.0,1.0
80,40369,317,2017-03-20,12.0,0.0,0.0,500.0,500.0,0.0,1.0
81,40370,317,2017-03-20,12.0,0.0,0.0,1000.0,1000.0,0.0,1.0
82,40372,317,2017-03-20,5.0,0.0,0.0,2000.0,2000.0,0.0,1.0
83,40373,317,2017-03-20,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
84,46272,317,2017-03-20,2.0,0.0,0.0,223.0,223.0,0.0,1.0
85,40369,317,2017-03-27,15.0,0.0,0.0,500.0,500.0,0.0,1.0
86,40370,317,2017-03-27,8.0,0.0,0.0,1000.0,1000.0,0.0,1.0
87,40372,317,2017-03-27,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
88,40373,317,2017-03-27,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
89,46272,317,2017-03-27,2.0,0.0,0.0,223.0,223.0,0.0,1.0
90,40369,317,2017-04-03,2.0,0.0,0.0,500.0,500.0,0.0,1.0
91,40370,317,2017-04-03,7.0,0.0,0.0,1000.0,1000.0,0.0,1.0
92,40372,317,2017-04-03,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
93,40373,317,2017-04-03,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
94,46272,317,2017-04-03,8.0,1.0,0.0,305.28571400000004,184.521429,0.0,1.0
95,40369,317,2017-04-10,5.0,0.0,0.0,500.0,500.0,0.0,1.0
96,40370,317,2017-04-10,5.0,0.0,0.0,1000.0,1000.0,0.0,1.0
97,40372,317,2017-04-10,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
98,40373,317,2017-04-10,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
99,46272,317,2017-04-10,6.0,1.0,0.0,319.0,159.5,0.0,1.0
100,40369,317,2017-04-17,27.0,0.0,0.0,500.0,500.0,0.0,1.0
101,40370,317,2017-04-17,13.0,0.0,0.0,1000.0,1000.0,0.0,1.0
102,40372,317,2017-04-17,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
103,40373,317,2017-04-17,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
104,46272,317,2017-04-17,2.0,1.0,0.0,319.0,159.5,0.0,1.0
105,40369,317,2017-04-24,40.0,0.0,0.0,500.0,500.0,0.0,1.0
106,40370,317,2017-04-24,4.0,0.0,0.0,1000.0,1000.0,0.0,1.0
107,40372,317,2017-04-24,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
108,40373,317,2017-04-24,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
109,46272,317,2017-04-24,4.0,1.0,0.0,319.0,159.5,0.0,1.0
110,40369,317,2017-05-01,15.0,0.0,0.0,500.0,500.0,0.0,1.0
111,40370,317,2017-05-01,5.0,0.0,0.0,1000.0,1000.0,0.0,1.0
112,40372,317,2017-05-01,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
113,40373,317,2017-05-01,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
114,46272,317,2017-05-01,7.0,1.0,0.0,291.571429,177.64285700000002,0.0,1.0
115,40369,317,2017-05-08,20.0,0.0,0.0,500.0,500.0,0.0,1.0
116,40370,317,2017-05-08,6.0,0.0,0.0,1000.0,1000.0,0.0,1.0
117,40372,317,2017-05-08,1.0,0.0,0.0,2000.0,2000.0,0.0,1.0
118,40373,317,2017-05-08,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
119,46272,317,2017-05-08,3.0,0.0,0.0,223.0,223.0,0.0,1.0
120,40369,317,2017-05-15,18.0,0.0,0.0,500.0,500.0,0.0,1.0
121,40370,317,2017-05-15,19.0,0.0,0.0,1000.0,1000.0,0.0,1.0
122,40372,317,2017-05-15,5.0,0.0,0.0,2000.0,2000.0,0.0,1.0
123,40373,317,2017-05-15,4.0,0.0,0.0,3000.0,3000.0,0.0,1.0
124,46272,317,2017-05-15,8.0,0.0,0.0,223.0,223.0,0.0,1.0
125,40369,317,2017-05-22,20.0,0.0,0.0,500.0,500.0,0.0,1.0
126,40370,317,2017-05-22,32.0,0.0,0.0,1000.0,1000.0,0.0,1.0
127,40372,317,2017-05-22,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
128,40373,317,2017-05-22,5.0,0.0,0.0,3000.0,3000.0,0.0,1.0
129,46272,317,2017-05-22,3.0,1.0,0.0,203.571429,203.571429,0.0,1.0
130,40369,317,2017-05-29,8.0,0.0,0.0,500.0,500.0,0.0,1.0
131,40370,317,2017-05-29,12.0,0.0,0.0,1000.0,1000.0,0.0,1.0
132,40372,317,2017-05-29,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
133,40373,317,2017-05-29,6.0,0.0,0.0,3000.0,3000.0,0.0,1.0
134,46272,317,2017-05-29,5.0,1.0,0.0,189.0,189.0,0.0,1.0
135,40369,317,2017-06-05,5.0,0.0,0.0,500.0,500.0,0.0,1.0
136,40370,317,2017-06-05,4.0,0.0,0.0,1000.0,1000.0,0.0,1.0
137,40372,317,2017-06-05,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
138,40373,317,2017-06-05,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
139,46272,317,2017-06-05,0.0,1.0,0.0,189.0,189.0,0.0,1.0
140,40369,317,2017-06-12,22.0,0.0,0.0,500.0,500.0,0.0,1.0
141,40370,317,2017-06-12,20.0,0.0,0.0,1000.0,1000.0,0.0,1.0
142,40372,317,2017-06-12,0.0,0.0,0.0,2000.0,2000.0,0.0,1.0
143,40373,317,2017-06-12,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
144,46272,317,2017-06-12,4.0,1.0,0.0,244.714286,240.916667,0.0,1.0
145,40369,317,2017-06-19,8.0,0.0,0.0,500.0,500.0,0.0,1.0
146,40370,317,2017-06-19,5.0,0.0,0.0,1000.0,1000.0,0.0,1.0
147,40372,317,2017-06-19,3.0,0.0,0.0,2000.0,2000.0,0.0,1.0
148,40373,317,2017-06-19,6.0,0.0,0.0,3000.0,3000.0,0.0,1.0
149,46272,317,2017-06-19,1.0,1.0,0.0,319.0,254.440476,0.0,1.0
150,40369,317,2017-06-26,11.0,0.0,0.0,500.0,500.0,0.0,1.0
151,40370,317,2017-06-26,10.0,0.0,0.0,1000.0,1000.0,0.0,1.0
152,40372,317,2017-06-26,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
153,40373,317,2017-06-26,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
154,46272,317,2017-06-26,1.0,1.0,0.0,319.0,296.21428599999996,0.0,1.0
155,40369,317,2017-07-03,7.0,0.0,0.0,500.0,500.0,0.0,1.0
156,40370,317,2017-07-03,7.0,0.0,0.0,1000.0,1000.0,0.0,1.0
157,40372,317,2017-07-03,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
158,40373,317,2017-07-03,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
159,46272,317,2017-07-03,5.0,1.0,0.0,319.0,265.833333,0.0,1.0
160,40369,317,2017-07-10,12.0,0.0,0.0,500.0,500.0,0.0,1.0
161,40370,317,2017-07-10,17.0,0.0,0.0,1000.0,1000.0,0.0,1.0
162,40372,317,2017-07-10,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
163,40373,317,2017-07-10,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
164,46272,317,2017-07-10,5.0,1.0,0.0,319.0,159.5,0.0,1.0
165,40369,317,2017-07-17,16.0,0.0,0.0,500.0,500.0,0.0,1.0
166,40370,317,2017-07-17,17.0,0.0,0.0,1000.0,1000.0,0.0,1.0
167,40372,317,2017-07-17,5.0,0.0,0.0,2000.0,2000.0,0.0,1.0
168,40373,317,2017-07-17,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
169,46272,317,2017-07-17,3.0,1.0,0.0,319.0,250.642857,0.0,1.0
170,40369,317,2017-07-24,14.0,0.0,0.0,500.0,500.0,0.0,1.0
171,40370,317,2017-07-24,13.0,0.0,0.0,1000.0,1000.0,0.0,1.0
172,40372,317,2017-07-24,8.0,0.0,0.0,2000.0,2000.0,0.0,1.0
173,40373,317,2017-07-24,5.0,0.0,0.0,3000.0,3000.0,0.0,1.0
174,46272,317,2017-07-24,7.0,1.0,0.0,319.0,296.21428599999996,0.0,1.0
175,96212,317,2017-07-24,5.0,1.0,0.0,79.0,72.416667,0.0,1.0
176,40369,317,2017-07-31,5.0,0.0,0.0,500.0,500.0,0.0,1.0
177,40370,317,2017-07-31,4.0,0.0,0.0,1000.0,1000.0,0.0,1.0
178,40372,317,2017-07-31,1.0,0.0,0.0,2000.0,2000.0,0.0,1.0
179,40373,317,2017-07-31,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
180,46272,317,2017-07-31,0.0,1.0,0.0,319.0,159.5,0.0,1.0
181,96212,317,2017-07-31,2.0,1.0,0.0,79.0,47.964286,0.0,1.0
182,40369,317,2017-08-07,1.0,0.0,0.0,500.0,500.0,0.0,1.0
183,40370,317,2017-08-07,8.0,0.0,0.0,1000.0,1000.0,0.0,1.0
184,40372,317,2017-08-07,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
185,40373,317,2017-08-07,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
186,46272,317,2017-08-07,1.0,1.0,0.0,296.142857,159.428571,0.0,1.0
187,96212,317,2017-08-07,2.0,0.0,0.0,68.714286,46.142857,0.0,1.0
188,40369,317,2017-08-14,9.0,0.0,0.0,500.0,500.0,0.0,1.0
189,40370,317,2017-08-14,15.0,0.0,0.0,1000.0,1000.0,0.0,1.0
190,40372,317,2017-08-14,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
191,40373,317,2017-08-14,4.0,0.0,0.0,3000.0,3000.0,0.0,1.0
192,46272,317,2017-08-14,9.0,1.0,0.0,159.0,159.0,0.0,1.0
193,96212,317,2017-08-14,5.0,0.0,0.0,55.0,55.0,0.0,1.0
194,40369,317,2017-08-21,5.0,0.0,0.0,500.0,500.0,0.0,1.0
195,40370,317,2017-08-21,1.0,0.0,0.0,1000.0,1000.0,0.0,1.0
196,40372,317,2017-08-21,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
197,40373,317,2017-08-21,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
198,46272,317,2017-08-21,0.0,1.0,0.0,159.0,159.0,0.0,1.0
199,96212,317,2017-08-21,0.0,0.0,0.0,55.0,55.0,0.0,1.0
200,40369,317,2017-08-28,13.0,0.0,0.0,500.0,500.0,0.0,1.0
201,40370,317,2017-08-28,21.0,0.0,0.0,1000.0,1000.0,0.0,1.0
202,40372,317,2017-08-28,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
203,40373,317,2017-08-28,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
204,46272,317,2017-08-28,2.0,1.0,0.0,159.0,159.0,0.0,1.0
205,96212,317,2017-08-28,1.0,0.0,0.0,61.0,61.0,0.0,1.0
206,40369,317,2017-09-04,6.0,0.0,0.0,500.0,500.0,0.0,1.0
207,40370,317,2017-09-04,4.0,0.0,0.0,1000.0,1000.0,0.0,1.0
208,40372,317,2017-09-04,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
209,40373,317,2017-09-04,4.0,0.0,0.0,3000.0,3000.0,0.0,1.0
210,46272,317,2017-09-04,2.0,0.0,0.0,159.0,159.0,0.0,1.0
211,96212,317,2017-09-04,0.0,0.0,0.0,69.0,69.0,0.0,1.0
212,40369,317,2017-09-11,23.0,0.0,0.0,500.0,500.0,0.0,1.0
213,40370,317,2017-09-11,14.0,0.0,0.0,1000.0,1000.0,0.0,1.0
214,40372,317,2017-09-11,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
215,40373,317,2017-09-11,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
216,46272,317,2017-09-11,0.0,0.0,0.0,159.0,159.0,0.0,1.0
217,96212,317,2017-09-11,3.0,0.0,0.0,69.0,69.0,0.0,1.0
218,40369,317,2017-09-18,15.0,0.0,0.0,500.0,500.0,0.0,1.0
219,40370,317,2017-09-18,12.0,0.0,0.0,1000.0,1000.0,0.0,1.0
220,40372,317,2017-09-18,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
221,40373,317,2017-09-18,5.0,0.0,0.0,3000.0,3000.0,0.0,1.0
222,46272,317,2017-09-18,3.0,0.0,0.0,159.0,159.0,0.0,1.0
223,96212,317,2017-09-18,0.0,0.0,0.0,69.0,69.0,0.0,1.0
224,40369,317,2017-09-25,6.0,0.0,0.0,500.0,500.0,0.0,1.0
225,40370,317,2017-09-25,18.0,0.0,0.0,1000.0,1000.0,0.0,1.0
226,40372,317,2017-09-25,12.0,0.0,0.0,2000.0,2000.0,0.0,1.0
227,40373,317,2017-09-25,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
228,46272,317,2017-09-25,6.0,0.0,0.0,159.0,159.0,0.0,1.0
229,96212,317,2017-09-25,0.0,0.0,0.0,69.0,69.0,0.0,1.0
230,40369,317,2017-10-02,11.0,0.0,0.0,500.0,500.0,0.0,1.0
231,40370,317,2017-10-02,23.0,0.0,0.0,1000.0,1000.0,0.0,1.0
232,40372,317,2017-10-02,15.0,0.0,0.0,2000.0,2000.0,0.0,1.0
233,40373,317,2017-10-02,6.0,0.0,0.0,3000.0,3000.0,0.0,1.0
234,46272,317,2017-10-02,3.0,0.0,0.0,195.571429,195.571429,0.0,1.0
235,96212,317,2017-10-02,0.0,0.0,0.0,69.0,69.0,0.0,1.0
236,40369,317,2017-10-09,3.0,0.0,0.0,500.0,500.0,0.0,1.0
237,40370,317,2017-10-09,9.0,0.0,0.0,1000.0,1000.0,0.0,1.0
238,40372,317,2017-10-09,10.0,0.0,0.0,2000.0,2000.0,0.0,1.0
239,40373,317,2017-10-09,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
240,46272,317,2017-10-09,1.0,0.0,0.0,223.0,223.0,0.0,1.0
241,96212,317,2017-10-09,2.0,0.0,0.0,69.0,69.0,0.0,1.0
242,40369,317,2017-10-16,4.0,0.0,0.0,500.0,500.0,0.0,1.0
243,40370,317,2017-10-16,17.0,0.0,0.0,1000.0,1000.0,0.0,1.0
244,40372,317,2017-10-16,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
245,40373,317,2017-10-16,0.0,0.0,0.0,3000.0,3000.0,0.0,1.0
246,46272,317,2017-10-16,2.0,0.0,0.0,223.0,223.0,0.0,1.0
247,96212,317,2017-10-16,3.0,0.0,0.0,69.0,69.0,0.0,1.0
248,40369,317,2017-10-23,5.0,0.0,0.0,500.0,500.0,0.0,1.0
249,40370,317,2017-10-23,10.0,0.0,0.0,1000.0,1000.0,0.0,1.0
250,40372,317,2017-10-23,7.0,0.0,0.0,2000.0,2000.0,0.0,1.0
251,40373,317,2017-10-23,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
252,46272,317,2017-10-23,4.0,0.0,0.0,223.0,223.0,0.0,1.0
253,96212,317,2017-10-23,2.0,0.0,0.0,69.0,69.0,0.0,1.0
254,40369,317,2017-10-30,9.0,0.0,0.0,500.0,500.0,0.0,1.0
255,40370,317,2017-10-30,20.0,0.0,0.0,1000.0,1000.0,0.0,1.0
256,40372,317,2017-10-30,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
257,40373,317,2017-10-30,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
258,46272,317,2017-10-30,2.0,1.0,0.0,223.0,223.0,0.0,1.0
259,96212,317,2017-10-30,10.0,1.0,0.0,77.57142900000001,63.428571,0.0,1.0
260,40369,317,2017-11-06,8.0,0.0,0.0,500.0,500.0,0.0,1.0
261,40370,317,2017-11-06,12.0,0.0,0.0,1000.0,1000.0,0.0,1.0
262,40372,317,2017-11-06,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
263,40373,317,2017-11-06,4.0,0.0,0.0,3000.0,3000.0,0.0,1.0
264,46272,317,2017-11-06,6.0,1.0,0.0,305.28571400000004,168.571429,0.0,1.0
265,96212,317,2017-11-06,12.0,1.0,0.0,99.0,49.5,0.0,1.0
266,40369,317,2017-11-13,19.0,0.0,0.0,500.0,500.0,0.0,1.0
267,40370,317,2017-11-13,15.0,0.0,0.0,1000.0,1000.0,0.0,1.0
268,40372,317,2017-11-13,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
269,40373,317,2017-11-13,3.0,0.0,0.0,3000.0,3000.0,0.0,1.0
270,46272,317,2017-11-13,9.0,1.0,0.0,250.428571,159.28571399999998,0.0,1.0
271,96212,317,2017-11-13,6.3333330000000005,1.0,0.0,99.0,49.5,0.0,1.0
272,40369,317,2017-11-20,6.0,0.0,0.0,500.0,500.0,0.0,1.0
273,40370,317,2017-11-20,9.0,0.0,0.0,1000.0,1000.0,0.0,1.0
274,40372,317,2017-11-20,6.0,0.0,0.0,2000.0,2000.0,0.0,1.0
275,40373,317,2017-11-20,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
276,46272,317,2017-11-20,2.0,0.0,0.0,159.0,159.0,0.0,1.0
277,96212,317,2017-11-20,2.333333,0.0,0.0,99.0,49.5,0.0,1.0
278,40369,317,2017-11-27,7.0,0.0,0.0,500.0,500.0,0.0,1.0
279,40370,317,2017-11-27,13.0,0.0,0.0,1000.0,1000.0,0.0,1.0
280,40372,317,2017-11-27,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
281,40373,317,2017-11-27,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
282,46272,317,2017-11-27,12.0,0.0,0.0,159.0,159.0,0.0,1.0
283,96212,317,2017-11-27,2.333333,0.0,0.0,99.0,49.5,0.0,1.0
284,40369,317,2017-12-04,8.0,0.0,0.0,500.0,500.0,0.0,1.0
285,40370,317,2017-12-04,15.0,0.0,0.0,1000.0,1000.0,0.0,1.0
286,40372,317,2017-12-04,3.0,0.0,0.0,2000.0,2000.0,0.0,1.0
287,40373,317,2017-12-04,1.0,0.0,0.0,3000.0,3000.0,0.0,1.0
288,46272,317,2017-12-04,3.0,0.0,0.0,159.0,159.0,0.0,1.0
289,96212,317,2017-12-04,2.333333,0.0,0.0,99.0,49.5,0.0,1.0
290,40369,317,2017-12-11,3.0,0.0,0.0,500.0,500.0,0.0,1.0
291,40370,317,2017-12-11,15.0,0.0,0.0,1000.0,1000.0,0.0,1.0
292,40372,317,2017-12-11,2.0,0.0,0.0,2000.0,2000.0,0.0,1.0
293,40373,317,2017-12-11,5.0,0.0,0.0,3000.0,3000.0,0.0,1.0
294,46272,317,2017-12-11,9.0,0.0,0.0,159.0,159.0,0.0,1.0
295,96212,317,2017-12-11,1.333333,0.0,0.0,99.0,49.5,0.0,1.0
296,40369,317,2017-12-18,22.0,0.0,0.0,500.0,500.0,0.0,1.0
297,40370,317,2017-12-18,33.0,0.0,0.0,1000.0,1000.0,0.0,1.0
298,40372,317,2017-12-18,7.0,0.0,0.0,2000.0,2000.0,0.0,1.0
299,40373,317,2017-12-18,4.0,0.0,0.0,3000.0,3000.0,0.0,1.0
300,46272,317,2017-12-18,3.0,1.0,0.0,181.14285700000002,181.14285700000002,0.0,1.0
301,96212,317,2017-12-18,0.0,1.0,0.0,99.0,49.5,0.0,1.0
302,40369,317,2017-12-25,62.0,0.0,0.0,500.0,500.0,0.0,1.0
303,40370,317,2017-12-25,56.0,0.0,0.0,1000.0,1000.0,0.0,1.0
304,40372,317,2017-12-25,27.0,0.0,0.0,2000.0,2000.0,0.0,1.0
305,40373,317,2017-12-25,31.0,0.0,0.0,3000.0,3000.0,0.0,1.0
306,46272,317,2017-12-25,4.0,1.0,0.0,240.571429,240.571429,0.0,1.0
307,96212,317,2017-12-25,0.0,1.0,0.0,99.0,49.5,0.0,1.0
308,40369,317,2018-01-01,29.289617,0.0,0.0,500.0,500.0,0.0,1.0
309,40370,317,2018-01-01,75.808743,0.0,0.0,1000.0,1000.0,0.0,1.0
310,40372,317,2018-01-01,40.715847,0.0,0.0,2000.0,2000.0,0.0,1.0
311,40373,317,2018-01-01,27.382514,0.0,0.0,3000.0,3000.0,0.0,1.0
312,46272,317,2018-01-01,7.033333,1.0,0.0,249.0,249.0,0.0,1.0
313,96212,317,2018-01-01,0.0,1.0,0.0,99.0,49.5,0.0,1.0
314,40369,317,2018-01-08,1.0,0.0,0.0,500.0,500.0,0.0,1.0
315,40370,317,2018-01-08,6.0,0.0,0.0,1000.0,1000.0,0.0,1.0
316,40372,317,2018-01-08,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
317,40373,317,2018-01-08,8.0,0.0,0.0,3000.0,3000.0,0.0,1.0
318,46272,317,2018-01-08,3.0,0.0,0.0,241.857143,241.857143,0.0,1.0
319,96212,317,2018-01-08,0.0,0.0,0.0,99.0,49.5,0.0,1.0
320,40369,317,2018-01-15,12.0,0.0,0.0,500.0,500.0,0.0,1.0
321,40370,317,2018-01-15,8.0,0.0,0.0,1000.0,1000.0,0.0,1.0
322,40372,317,2018-01-15,4.0,0.0,0.0,2000.0,2000.0,0.0,1.0
323,40373,317,2018-01-15,2.0,0.0,0.0,3000.0,3000.0,0.0,1.0
324,46272,317,2018-01-15,3.0,0.0,0.0,239.0,239.0,0.0,1.0
325,96212,317,2018-01-15,2.333333,0.0,0.0,99.0,49.5,0.0,1.0
326,40369,317,2018-01-22,9.0,0.0,0.0,500.0,500.0,0.0,1.0
